id,slug2,created_at,,,,,,
2584,update-on-phase-iii-danube-trial-for-imfinzi-and-tremelimumab-in-unresectable-stage-iv-bladder-cancer,06-03-2020 00:00,,,,,,
2585,mount-sinai-and-harbour-biomed-collaborate-to-advance-novel-biotherapies-for-the-treatment-of-cancer-and-coronavirus-covid-19,06-03-2020 00:00,,,,,,
2586,tetra-therapeutics-and-shionogi-announce-expanded-alliance,09-03-2020 00:00,,,,,,
2587,fda-approves-new-treatment-for-adults-with-cushing?s-disease,09-03-2020 00:00,,,,,,
2588,european-commission-grants-abbvie-marketing-authorization-shortening-maviret-glecaprevirpibrentasvir-treatment-duration-to-eight-weeks-for-treatment-na?ve-chronic-hcv-patients-with-genotype-3-and-compensated-cirrhosis,09-03-2020 00:00,,,,,,
2589,zydus-and-xoma-announce-il-2-based-immuno-oncology-therapy-licensing-agreement,09-03-2020 00:00,,,,,,
2590,bristol-myers-squibb-reports-primary-results-of-eloquent-1-study-evaluating-empliciti-elotuzumab-plus-revlimid-lenalidomide-and-dexamethasone-in-patients-with-newly-diagnosed-untreated-multiple-myeloma,09-03-2020 00:00,,,,,,
2591,us-fda-accepts-biologics-license-application-bla-for-mylan-and-biocons-proposed-biosimilar-bevacizumab-for-review,09-03-2020 00:00,,,,,,
2592,abbvie-partnering-with-global-authorities-to-determine-efficacy-of-hiv-drug-in-treating-covid-19,10-03-2020 00:00,,,,,,
2593,celltrion-applies-for-european-approval-of-humira-biosimilar,10-03-2020 00:00,,,,,,
2594,viiv-healthcare-and-unc-chapel-hill-announce-five-year-renewal-of-innovative-hiv-cure-partnership,10-03-2020 00:00,,,,,,
2595,boehringer-ingelheim?s-ofev-nintedanib-as-the-first-treatment-for-chronic-fibrosing-ilds-with-progressive-phenotype,10-03-2020 00:00,,,,,,
2596,health-canada-approves-fast-acting-mealtime-insulin-fiasp-for-children-with-diabetes,10-03-2020 00:00,,,,,,
2597,bora-pharmaceuticals-to-acquire-gsk-mississauga-based-facility,10-03-2020 00:00,,,,,,
2598,cepi-expands-investment-in-covid-19-vaccine-development,11-03-2020 00:00,,,,,,
2599,roche-receives-fda-approval-for-cintec-plus-cytology-test-to-aid-clinicians-in-improving-cervical-cancer-prevention,11-03-2020 00:00,,,,,,
2600,atomwise-and-bridge-biotherapeutics-sign-1b-deal-to-unlock-blockbuster-potential-in-inflammation,11-03-2020 00:00,,,,,,
2601,janssen-announces-us-fda-breakthrough-therapy-designation-granted-for-jnj-6372-for-the-treatment-of-non-small-cell-lung-cancer,11-03-2020 00:00,,,,,,
2602,takeda-provides-update-on-tourmaline-mm2-phase-3-trial,11-03-2020 00:00,,,,,,
2603,us-food-and-drug-administration-approves-opdivo-nivolumab-yervoy-ipilimumab-for-patients-with-hepatocellular-carcinoma-hcc-previously-treated-with-sorafenib,11-03-2020 00:00,,,,,,
2604,vir-biotechnology-announces-research-collaboration-with-the-national-institutes-of-health-vaccine-research-center-on-antibodies-against-coronaviruses,12-03-2020 00:00,,,,,,
2605,henlius-received-acceptance-notification-for-clinical-trial-application-from-nmpa-for-its-denosumab-biosimilar-hlx14,12-03-2020 00:00,,,,,,
2606,positive-recommendation-by-nice-for-first-anti-cgrp-migraine-therapy-ajovy-fremanezumab,12-03-2020 00:00,,,,,,
2607,calquence-granted-us-breakthrough-therapy-designation-for-chronic-lymphocytic-leukaemia,14-08-2019 00:00,,,,,,
2608,novavax-and-serum-institute-of-india-to-develop-and-commercialize-malaria-vaccine-candidate,12-03-2020 00:00,,,,,,
2609,selumetinib-granted-us-breakthrough-therapy-designation-in-neurofibromatosis-type-1,01-04-2019 00:00,,,,,,
2610,f2g-receives-us-fda-breakthrough-therapy-designation-for-olorofim,11-11-2019 00:00,,,,,,
2611,abbvie-receives-european-commission-approval-of-venclyxto-combination-regimen-for-patients-with-previously-untreated-chronic-lymphocytic-leukemia,12-03-2020 00:00,,,,,,
2612,thermo-fisher-scientific-signs-agreement-with-janssen-to-co-develop-companion-diagnostic-for-cancer,12-03-2020 00:00,,,,,,
2613,bayer-receives-us-fda-breakthrough-therapy-designation-for-aliqopa?-copanlisib-for-the-treatment-of-marginal-zone-lymphoma,29-05-2019 00:00,,,,,,
2614,merck-and-eisai-receive-third-breakthrough-therapy-designation-from-fda-for-keytruda?-pembrolizumab-plus-lenvima?-lenvatinib-combination-treatment,23-07-2019 00:00,,,,,,
2615,novartis-investigational-lung-cancer-therapy-capmatinib-inc280-granted-fda-breakthrough-therapy-designation-for-patients-with-met-mutated-advanced-non-small-cell-lung-cancer,06-09-2019 00:00,,,,,,
2616,chugai?s-nemolizumab-receives-fda-breakthrough-therapy-designation-for-the-treatment-of-pruritus-associated-with-prurigo-nodularis,09-12-2019 00:00,,,,,,
2617,agios-receives-fda-breakthrough-therapy-designation-for-tibsovo-ivosidenib-for-the-treatment-of-adult-patients-with-relapsed-or-refractory-myelodysplastic-syndrome-with-an-idh1-mutation,16-12-2019 00:00,,,,,,
2618,abcellera-and-lilly-to-co-develop-antibody-therapies-for-the-treatment-of-covid-19,13-03-2020 00:00,,,,,,
2619,roche?s-cobas-sars-cov-2-test-to-detect-novel-coronavirus-receives-fda-emergency-use-authorization-and-is-available-in-markets-accepting-the-ce-mark,13-03-2020 00:00,,,,,,
2620,fda-grants-breakthrough-therapy-designation-to-usona-institutes-psilocybin-program-for-major-depressive-disorder,22-11-2019 00:00,,,,,,
2621,update-on-phase-iii-gy004-trial-for-cediranib-added-to-lynparza-in-platinum-sensitive-relapsed-ovarian-cancer,13-03-2020 00:00,,,,,,
2622,us-fda-grants-fast-track-designation-to-jardiance-for-the-treatment-of-chronic-kidney-disease,13-03-2020 00:00,,,,,,
2623,emd-serono-and-pfizer-provide-update-on-phase-iii-javelin-head-and-neck-100-study,13-03-2020 00:00,,,,,,
2624,i-mab-biopharma-announces-development-of-tjm2-to-treat-cytokine-release-syndrome-associated-with-severe-and-critically-ill-patients-with-coronavirus-disease-covid-19,13-03-2020 00:00,,,,,,
2625,johnson-johnson-announces-collaboration-with-the-beth-israel-deaconess-medical-center-to-accelerate-covid-19-vaccine-development,16-03-2020 00:00,,,,,,
2626,biontech-and-fosun-pharma-form-covid-19-vaccine-strategic-alliance-in-china,16-03-2020 00:00,,,,,,
2627,lilly-receives-fda-breakthrough-therapy-designation-for-baricitinib-for-the-treatment-of-alopecia-areata,16-03-2020 00:00,,,,,,
2628,vir-biotechnology-announces-intent-to-collaborate-with-biogen-on-manufacturing-of-antibodies-to-potentially-treat-covid-19,16-03-2020 00:00,,,,,,
2629,sanofi-and-regeneron-begin-global-kevzara-sarilumab-clinical-trial-program-in-patients-with-severe-covid-19,16-03-2020 00:00,,,,,,
2630,teva-and-celltrion-healthcare-announce-us-availability-of-herzuma-trastuzumab-pkrb-for-injection,17-03-2020 00:00,,,,,,
2631,pfizer-and-biontech-to-co-develop-potential-covid-19-vaccine,17-03-2020 00:00,,,,,,
2632,novo-nordisk-pauses-the-clinical-trials-investigating-concizumab-anti-tfpi-mab-in-haemophilia-a-and-b-with-or-without-inhibitors,17-03-2020 00:00,,,,,,
2633,acelrx-pharmaceuticals-to-acquire-tetraphase-pharmaceuticals,17-03-2020 00:00,,,,,,
2634,imfinzi-confirmed-a-sustained-overall-survival-benefit-in-final-analysis-of-the-phase-iii-caspian-trial-in-1st-line-extensive-stage-small-cell-lung-cancer,17-03-2020 00:00,,,,,,
2635,verily?s-coronavirus-screening-site-is-already-out-of-testing-appointments,17-03-2020 00:00,,,,,,
2636,nucala-is-approved-in-canada-for-use-in-adolescents-and-children-aged-6-years-and-above-with-severe-eosinophilic-asthma,17-03-2020 00:00,,,,,,
2637,nih-clinical-trial-of-investigational-vaccine-for-covid-19-begins,17-03-2020 00:00,,,,,,
2638,moleculin-signs-agreement-with-utmb-to-test-wp1122-on-a-range-of-viruses-including-coronavirus,18-03-2020 00:00,,,,,,
2639,merck-announces-top-line-results-from-phase-3-trials-evaluating-gefapixant-an-investigational-treatment-for-refractory-or-unexplained-chronic-cough,18-03-2020 00:00,,,,,,
2640,nuprobe-announces-strategic-collaboration-with-qiagen-completes-multiple-ce-ivd-product-registrations,18-03-2020 00:00,,,,,,
2641,regeneron-announces-important-advances-in-novel-covid-19-antibody-program,18-03-2020 00:00,,,,,,
2642,ideaya-and-pfizer-enter-clinical-trial-collaboration-and-supply-agreement-to-evaluate-clinical-combination-of-ide196-and-binimetinib-in-solid-tumors-harboring-gnaq-or-gna11-hotspot-mutations,18-03-2020 00:00,,,,,,
2643,samsung-biologics-expands-presence-in-greater-china-region-with-cdo-partnership-for-alzheimers-candidate,18-03-2020 00:00,,,,,,
2644,oxford-biomedica-signs-license-clinical-supply-agreement-with-juno-therapeutics-inc-a-bristol-myers-squibb-company-for-lentivector?-platform-for-car-t-and-tcr-t-therapeutics,19-03-2020 00:00,,,,,,
2645,roche-initiates-phase-iii-clinical-trial-of-actemraroactemra-in-hospitalised-patients-with-severe-covid-19-pneumonia,19-03-2020 00:00,,,,,,
2646,novartis?-zolgensma-onasemnogene-abeparvovec-receives-mhlw?s-approval-for-spinal-muscular-atrophy,19-03-2020 00:00,,,,,,
2647,lilly-indiana-state-department-of-health-partner-to-accelerate-covid-19-testing-using-lilly-research-laboratories,19-03-2020 00:00,,,,,,
2648,lynparza-granted-orphan-drug-designation-in-japan-for-brca-mutated-metastatic-pancreatic-cancer,19-03-2020 00:00,,,,,,
2649,updated-who-now-doesnt-recommend-avoiding-ibuprofen-for-covid-19-symptoms,19-03-2020 00:00,,,,,,
2650,janssen-submits-ponesimod-new-drug-application-to-the-us-fda-for-treatment-of-adults-with-relapsing-multiple-sclerosis,19-03-2020 00:00,,,,,,
2651,cepi-partners-with-university-of-hong-kong-to-develop-covid-19-vaccine,20-03-2020 00:00,,,,,,
2652,us-food-and-drug-administration-approves-epclusa-sofosbuvirvelpatasvir-for-children-ages-6-and-older-or-weighing-at-least-17-kg-with-chronic-hepatitis-c-infection,20-03-2020 00:00,,,,,,
2653,abbott-receives-fda-emergency-use-authorization-and-launches-test-to-detect-novel-coronavirus,20-03-2020 00:00,,,,,,
2654,fda-advises-patients-on-use-of-non-steroidal-anti-inflammatory-drugs-nsaids-for-covid-19,20-03-2020 00:00,,,,,,
2655,bgi?s-rt-pcr-sars-cov-2-test-now-commercially-available-for-clinical-use-in-the-united-states,20-03-2020 00:00,,,,,,
2656,dragonfly-therapeutics-announces-multi-target-expansion-of-its-collaboration-with-merck-to-use-dragonflys-proprietary-trinket-platform-to-develop-novel-therapeutic-candidates-in-the-fields-of-oncology-infectious-disease-and-immune-disorders,20-03-2020 00:00,,,,,,
2657,takeda-receives-approval-of-entyvio-vedolizumab-in-china-for-the-treatment-of-patients-with-moderate-to-severe-active-ulcerative-colitis-uc-and-crohns-disease-cd,23-03-2020 00:00,,,,,,
2658,bayer-and-curadev-sign-research-collaboration-and-license-agreement-to-develop-novel-sting-antagonists-across-indications,23-03-2020 00:00,,,,,,
2659,adaptive-biotechnologies-and-microsoft-expand-partnership-to-decode-covid-19-immune-response-and-provide-open-data-access,23-03-2020 00:00,,,,,,
2660,sorrento-develops-sti-4398-covidtrap-protein-for-potential-prevention-and-treatment-of-sars-cov-2-coronavirus-disease-covid-19,23-03-2020 00:00,,,,,,
2661,celltrion-accelerates-development-of-covid-19-antiviral-treatment-and-aims-to-launch-rapid-self-testing-kit,23-03-2020 00:00,,,,,,
2662,codexis-signs-strategic-collaboration-and-license-agreement-with-takeda-to-advance-novel-gene-therapies-for-rare-genetic-disorders,23-03-2020 00:00,,,,,,
2663,amgen-and-the-amgen-foundation-commit-up-to-125-million-to-support-covid-19-relief-efforts,24-03-2020 00:00,,,,,,
2664,roche-response-to-covid-19-pandemic,24-03-2020 00:00,,,,,,
2665,sorrento-and-smartpharm-to-collaborate-to-develop-novel-gene-encoded-antibody-vaccine-intended-to-protect-against-covid-19,24-03-2020 00:00,,,,,,
2666,genentech-announces-fda-approval-of-clinical-trial-for-actemra-to-treat-hospitalized-patients-with-severe-covid-19-pneumonia,24-03-2020 00:00,,,,,,
2667,qiagen-releases-qiastat-dx-test-kit-to-the-us-as-first-syndromic-test-for-detection-of-sars-cov-2-coronavirus-under-new-fda-policy,24-03-2020 00:00,,,,,,
2668,cytomx-therapeutics-and-astellas-announce-strategic-collaboration-to-develop-probody-t-cell-engaging-bispecific-therapies-for-treatment-of-cancer,24-03-2020 00:00,,,,,,
2669,sorrento-collaborates-with-mabpharm-on-development-and-commercialization-of-ace-mab-to-potentially-treat-covid-19,25-03-2020 00:00,,,,,,
2670,oasmia-and-elevar-sign-a-global-strategic-partnership-for-the-commercialization-of-apealea-with-an-upfront-payment-of-usd-20-million-milestone-payments-with-a-potential-of-up-to-usd-678-million-and-double-digit-royalties,25-03-2020 00:00,,,,,,
2671,alvotech-and-dksh-partner-to-bring-key-biosimilar-to-asia,25-03-2020 00:00,,,,,,
2672,horizon-therapeutics-plc-announces-us-fda-approval-of-new-dosage-form-for-procysbi?-cysteamine-bitartrate-delayed-release-oral-granules,18-02-2020 00:00,,,,,,
2673,samsung-bioepis-announces-fda-approval-of-420-mg-multi-dose-vial-of-ontruzant-trastuzumab-dttb,25-03-2020 00:00,,,,,,
2674,tepmetko-tepotinib-approved-in-japan-for-advanced-nsclc-with-metex14-skipping-alterations,25-03-2020 00:00,,,,,,
2675,silence-therapeutics-announces-collaboration-with-astrazeneca-to-discover-and-develop-sirna-therapeutics-for-cardiovascular-renal-metabolic-and-respiratory-diseases,25-03-2020 00:00,,,,,,
2676,fda-approves-agile-therapeutics-inc?s-twirla-levonorgestrel-and-ethinyl-estradiol-transdermal-system-?-a-new-weekly-contraceptive-patch-delivering-a-30-mcg-daily-dose-of-estrogen-and-120-mcg-daily-dose-of-progestin,14-02-2020 00:00,,,,,,
2677,biohavens-nurtec?-odt-rimegepant-receives-fda-approval-for-the-acute-treatment-of-migraine-in-adults,27-02-2020 00:00,,,,,,
2678,sorrento-launches-novel-i-cell-covid-19-cellular-vaccine-program,26-03-2020 00:00,,,,,,
2679,baudax-bio-announces-fda-approval-of-anjeso-for-the-management-of-moderate-to-severe-pain,20-02-2020 00:00,,,,,,
2680,esperion-announces-fda-approval-of-the-nexlizet?-bempedoic-acid-and-ezetimibe-tablet-an-oral-once-daily-non-statin-ldl-cholesterol-lowering-medicine,26-02-2020 00:00,,,,,,
2681,fda-approves-gsks-advil-dual-action-with-acetaminophen-for-over-the-counter-use-in-the-united-states,28-02-2020 00:00,,,,,,
2682,xencor-and-vir-biotechnology-enter-license-agreement-for-use-of-xtend-xmab-antibody-technology-in-investigational-antibodies-to-treat-covid-19,26-03-2020 00:00,,,,,,
2683,acacia-pharma-announces-us-fda-approval-of-barhemsys?-amisulpride-for-the-treatment-and-prevention-of-postoperative-nausea-and-vomiting-ponv,27-02-2020 00:00,,,,,,
2684,lokelma-approved-in-japan-for-the-treatment-of-hyperkalaemia,26-03-2020 00:00,,,,,,
2685,novartis-and-life-sciences-companies-commit-expertise-and-assets-to-the-fight-against-covid-19-pandemic-alongside-bill-melinda-gates-foundation,26-03-2020 00:00,,,,,,
2686,pra-health-sciences-launches-covid-19-monitoring-program,26-03-2020 00:00,,,,,,
2687,saniona-enters-into-second-collaboration-agreement-with-boehringer-ingelheim-in-schizophrenia,27-03-2020 00:00,,,,,,
2688,us-food-and-drug-administration-approves-bristol-myers-squibb?s-zeposia-ozanimod-a-new-oral-treatment-for-relapsing-forms-of-multiple-sclerosis,27-03-2020 00:00,,,,,,
2689,sanofi-receives-positive-chmp-opinion-for-sarclisa-isatuximab-for-the-treatment-of-relapsed-and-refractory-multiple-myeloma,27-03-2020 00:00,,,,,,
2690,quidel?s-lyra-sars-cov-2-assay-receives-authorization-for-expanded-use-for-molecular-detection-of-covid-19-also-receives-ce-mark-health-canada-authorization,27-03-2020 00:00,,,,,,
2691,medopad-offers-support-for-global-covid-19-pandemic,27-03-2020 00:00,,,,,,
2692,mylan-and-pfizer-provide-update-regarding-proposed-combination-of-mylan-and-upjohn,27-03-2020 00:00,,,,,,
2693,sanofi-and-translate-bio-collaborate-to-develop-novel-mrna-vaccine-candidate-against-covid-19,30-03-2020 00:00,,,,,,
2694,first-patient-outside-us-treated-in-global-kevzara-sarilumab-clinical-trial-program-for-patients-with-severe-covid-19,30-03-2020 00:00,,,,,,
2695,mylan-and-lupin-announce-positive-chmp-opinion-for-nepexto-biosimilar-etanercept,30-03-2020 00:00,,,,,,
2696,imfinzi-approved-in-the-us-for-extensive-stage-small-cell-lung-cancer,30-03-2020 00:00,,,,,,
2697,lillys-taltz-ixekizumab-receives-us-fda-approval-for-the-treatment-of-pediatric-patients-with-moderate-to-severe-plaque-psoriasis,30-03-2020 00:00,,,,,,
2698,bristol-myers-squibb-receives-positive-chmp-opinion-recommending-approval-of-zeposia-ozanimod-for-the-treatment-of-adult-patients-with-relapsing-remitting-multiple-sclerosis-with-active-disease,30-03-2020 00:00,,,,,,
2699,johnson-johnson-announces-a-lead-vaccine-candidate-for-covid-19-landmark-new-partnership-with-us-department-of-health-human-services-and-commitment-to-supply-one-billion-vaccines-worldwide-for-emergency-pandemic-use,31-03-2020 00:00,,,,,,
2700,detect-covid-19-in-as-little-as-5-minutes,31-03-2020 00:00,,,,,,
2701,nubeqa-darolutamide-receives-eu-approval-as-a-new-treatment-for-men-with-non-metastatic-castration-resistant-prostate-cancer,31-03-2020 00:00,,,,,,
2702,coronavirus-covid-19-update-daily-roundup-march-30-2020,31-03-2020 00:00,,,,,,
2703,lokelma-recommended-for-approval-in-eu-for-patients-with-hyperkalaemia-on-stable-haemodialysis,31-03-2020 00:00,,,,,,
2704,lilly-and-sitryx-announce-licensing-and-research-collaboration-to-discover-and-develop-new-immunometabolic-medicines,31-03-2020 00:00,,,,,,
2705,sorrento-and-the-university-of-texas-medical-branch-at-galveston-enter-into-preclinical-testing-agreement-for-covid-19-therapeutic-candidates,01-04-2020 00:00,,,,,,
2706,amgen-update-regarding-covid-19-for-media,01-04-2020 00:00,,,,,,
2707,vivus-accelerates-the-launch-of-telemedicine-and-remote-monitoring-modules-to-facilitate-effective-patient-care-during-?social-distancing?,01-04-2020 00:00,,,,,,
2708,amgen-establishes-wholly-owned-affiliate-in-japan,01-04-2020 00:00,,,,,,
2709,ultragenyx-enters-into-strategic-partnership-with-daiichi-sankyo-for-gene-therapy-manufacturing-technology,01-04-2020 00:00,,,,,,
2710,qiagen-receives-us-fda-eua-for-qiastat-dx-test-kit-first-and-only-syndromic-solution-integrating-detection-of-sars-cov-2-coronavirus,01-04-2020 00:00,,,,,,
2711,bd-biomedomics-announce-launch-of-rapid-serology-test-to-detect-exposure-to-covid-19,01-04-2020 00:00,,,,,,
2712,medical-professionals-across-merck-co-inc-pfizer-inc-and-eli-lilly-and-company-activate-to-support-health-systems-first-responders-and-patients-amid-covid-19-pandemic,02-04-2020 00:00,,,,,,
2713,y-mabs-announces-submission-of-naxitamab-biologics-license-application-to-us-fda,02-04-2020 00:00,,,,,,
2714,fda-launches-program-to-speed-development-of-covid-19-treatments,02-04-2020 00:00,,,,,,
2715,moderna-reports-first-quarter-2020-financial-results-and-provides-business-updates,08-05-2020 00:00,,,,,,
2716,covig-19-plasma-alliance-builds-strong-momentum-through-expanded-membership-and-clinical-trial-collaboration-may-7-2020,08-05-2020 00:00,,,,,,
2718,celltrion-healthcare-launches-?ramshima-sc?-in-the-netherlands,08-05-2020 00:00,,,,,,
2719,fitbit-launches-heart-study-to-validate-its-wearable-technology-for-identifying-atrial-fibrillation,08-05-2020 00:00,,,,,,
2720,astrazeneca-recovery-of-global-rights-to-brazikumab-medi2070-from-allergan-completed,11-05-2020 00:00,,,,,,
2721,sorrento-and-mount-sinai-health-system-to-jointly-develop-covi-shield-antibody-therapy-targeting-sars-cov-2-infection-covid-19,11-05-2020 00:00,,,,,,
2722,regeneron-and-colorado-center-for-personalized-medicine-announce-major-new-human-genetics-research-collaboration,11-05-2020 00:00,,,,,,
2723,lilly-receives-us-fda-approval-for-retevmo-selpercatinib-the-first-therapy-specifically-for-patients-with-advanced-ret-driven-lung-and-thyroid-cancers,11-05-2020 00:00,,,,,,
2724,sarclisa?-isatuximab-phase-3-ikema-trial-meets-primary-endpoint-early-in-patients-with-relapsed-multiple-myeloma,12-05-2020 00:00,,,,,,
2725,neurocrine-biosciences-exercises-option-to-license-idorsia?s-novel-treatment-for-rare-pediatric-epilepsy,12-05-2020 00:00,,,,,,
2726,pharmamar-and-megapharm-sign-a-licensing-agreement-for-lurbinectedin-in-israel,12-05-2020 00:00,,,,,,
2727,dyno-therapeutics-announces-ocular-collaboration-with-novartis-to-develop-improved-gene-therapies-with-aav-vectors-based-on-ai-technology,12-05-2020 00:00,,,,,,
2728,abbott-receives-fda-emergency-use-authorization-for-covid-19-antibody-blood-test-on-alinity-i-system,12-05-2020 00:00,,,,,,
2729,gryt-health-and-bristol-myers-squibb-team-up-to-launch-covid-advocacy-exchange-for-patient-advocates,12-05-2020 00:00,,,,,,
2730,voluntary-licensing-agreements-for-remdesivir,13-05-2020 00:00,,,,,,
2731,moderna-receives-fda-fast-track-designation-for-mrna-vaccine-mrna-1273-against-novel-coronavirus,13-05-2020 00:00,,,,,,
2732,alvotech-announces-positive-top-line-results-for-two-comparative-studies-for-avt02-a-proposed-biosimilar-to-humira-adalimumab,13-05-2020 00:00,,,,,,
2733,skyhawk-therapeutics-announces-expansion-of-its-collaboration-agreement-with-merck-to-discover-and-develop-novel-small-molecules-that-modulate-rna-splicing,13-05-2020 00:00,,,,,,
2734,lifescan-and-noom-to-launch-digital-diabetes-and-weight-loss-management-pilot-program,13-05-2020 00:00,,,,,,
2735,bristol-myers-squibb-and-bluebird-bio-provide-regulatory-update-on-idecabtagene-vicleucel-ide-cel-bb2121-for-the-treatment-of-patients-with-multiple-myeloma,14-05-2020 00:00,,,,,,
2736,fda-grants-priority-review-of-sutimlimab-potential-first-approved-treatment-of-hemolysis-in-adult-patients-with-cold-agglutinin-disease,14-05-2020 00:00,,,,,,
2737,china-nmpa-approves-optune-for-the-treatment-of-newly-diagnosed-and-recurrent-glioblastoma,14-05-2020 00:00,,,,,,
2738,roche-to-present-first-clinical-data-on-novel-anti-tigit-cancer-immunotherapy-tiragolumab-at-asco,14-05-2020 00:00,,,,,,
2739,tyvyt-sintilimab-injection-orient-2-study-met-its-primary-endpoint-of-overall-survival-in-the-second-line-treatment-of-patients-with-advanced-or-metastatic-esophageal-squamous-cell-carcinoma,14-05-2020 00:00,,,,,,
2740,boehringer-ingelheim-acquires-northern-biologics?-preclinical-cancer-antibody-pipeline-expanding-immuno-oncology-portfolio,15-05-2020 00:00,,,,,,
2741,seattle-genetics-announces-us-fda-approval-of-tukysa-tucatinib-for-people-with-advanced-unresectable-or-metastatic-her2-positive-breast-cancer,17-04-2020 00:00,,,,,,
2742,fda-grants-accelerated-approval-for-immunomedics?-trodelvy-in-previously-treated-metastatic-triple-negative-breast-cancer,22-04-2020 00:00,,,,,,
2743,urogen-pharma-receives-us-fda-expedited-approval-for-jelmyto?-the-first-and-only-non-surgical-treatment-for-patients-with-low-grade-upper-tract-urothelial-cancer,15-04-2020 00:00,,,,,,
2744,fda-approves-incyte?s-pemazyre?-pemigatinib-as-first-targeted-treatment-for-adults-with-previously-treated-unresectable-locally-advanced-or-metastatic-cholangiocarcinoma,17-04-2020 00:00,,,,,,
2745,sanofi-says-covid-19-vaccine-will-be-available-worldwide-simultaneously,15-05-2020 00:00,,,,,,
2746,roche-launches-new-blood-gas-digital-solution-designed-to-improve-patient-care,15-05-2020 00:00,,,,,,
2747,recursion-enters-into-global-licensing-agreement-with-takeda-to-develop-tak-733-in-hereditary-cancer-syndrome,15-05-2020 00:00,,,,,,
2748,samsung-bioepis-announces-four-year-follow-up-data-for-biosimilar-ontruzanttrastuzumab-dttb-in-early-or-locally-advanced-her2-positive-breast-cancer,15-05-2020 00:00,,,,,,
2749,janssen?s-bcma-car-t-therapy-jnj-4528-showed-early-deep-and-durable-responses-in-heavily-pretreated-patients-with-multiple-myeloma,15-05-2020 00:00,,,,,,
2750,enhertu-granted-breakthrough-therapy-designation-in-the-us-for-her2-mutant-metastatic-non-small-cell-lung-cancer,18-05-2020 00:00,,,,,,
2751,first-approval-in-china-of-a-fixed-dose-long-acting-dual-bronchodilator-in-a-pressurised-metered-dose-inhaler-device,18-05-2020 00:00,,,,,,
2752,remdesivir-close-to-eu?s-initial-authorisation-as-covid-19-treatment,18-05-2020 00:00,,,,,,
2753,moderna-announces-positive-interim-phase-1-data-for-its-mrna-vaccine-mrna-1273-against-novel-coronavirus,18-05-2020 00:00,,,,,,
2754,fda-approves-genentech?s-tecentriq-as-a-first-line-monotherapy-for-certain-people-with-metastatic-non-small-cell-lung-cancer,19-05-2020 00:00,,,,,,
2755,china-approves-austedo-for-treating-chorea-associated-with-huntington?s-disease-and-tardive-dyskinesia-in-adults,19-05-2020 00:00,,,,,,
2756,samsung-bioepis-announces-24-week-interim-results-from-a-phase-3-trial-of-sb11-proposed-ranibizumab-biosimilar,19-05-2020 00:00,,,,,,
2757,vividion-therapeutics-announces-drug-discovery-collaboration-with-roche-focused-on-novel-e3-ligases,19-05-2020 00:00,,,,,,
2758,innovent-biologics-and-md-anderson-announce-a-strategic-collaboration-to-develop-anti-pd-1-therapy-tyvyt-sintilimab-injection-in-rare-cancers,19-05-2020 00:00,,,,,,
2759,avexis-receives-ec-approval-and-activates-?day-one?-access-program-for-zolgensma-the-only-gene-therapy-for-spinal-muscular-atrophy-sma,20-05-2020 00:00,,,,,,
2760,biocon-biologics-receives-eu-gmp-certification-for-multiple-biosimilars-manufacturing-facilities-in-bengaluru-expands-its-manufacturing-capacity,20-05-2020 00:00,,,,,,
2761,roche-highly-accurate-antibody-test-for-covid-19-goes-live-at-more-than-20-initial-lab-sites-in-the-us,20-05-2020 00:00,,,,,,
2762,eiger-biopharmaceuticals-announces-fda-acceptance-of-nda-for-filing-with-priority-review-of-zokinvy-lonafarnib-for-treatment-of-progeria-and-progeroid-laminopathies,20-05-2020 00:00,,,,,,
2763,aldeyra-therapeutics-to-advance-adx-1612-an-investigational-new-hsp90-inhibitor-with-potential-nanomolar-potency-against-sars-cov-2-to-clinical-testing-for-covid-19-adx-629-accepted-for-barda-coronawatch-meeting,20-05-2020 00:00,,,,,,
2764,european-medicines-agency-accepts-astellas?-marketing-authorization-application-for-roxadustat-submission-for-the-treatment-of-anemia-in-adult-patients-with-chronic-kidney-disease,21-05-2020 00:00,,,,,,
2765,exposure-notification-api-launches-to-support-public-health-agencies,21-05-2020 00:00,,,,,,
2766,astrazeneca-advances-response-to-global-covid-19-challenge-as-it-receives-first-commitments-for-oxford?s-potential-new-vaccine,21-05-2020 00:00,,,,,,
2767,synlogic-announces-termination-of-abbvie-collaboration-agreement,21-05-2020 00:00,,,,,,
2768,gilead-and-galapagos-announce-positive-topline-results-of-phase-2b3-trial-of-filgotinib-in-moderately-to-severely-active-ulcerative-colitis,21-05-2020 00:00,,,,,,
2769,roche-acquires-stratos-genomics-to-further-develop-dna-based-sequencing-for-diagnostic-use,22-05-2020 00:00,,,,,,
2770,gsk-partners-with-samsung-biologics-to-secure-additional-manufacturing-capacity-for-innovative-biopharmaceutical-portfolio,22-05-2020 00:00,,,,,,
2771,enhertu-granted-orphan-drug-designation-in-the-us-for-gastric-cancer,22-05-2020 00:00,,,,,,
2772,bayer-submits-larotrectinib-for-marketing-authorization-in-japan-for-the-treatment-of-trk-fusion-cancer,22-05-2020 00:00,,,,,,
2773,us-pharma-firm-gilead-sciences-likely-to-seek-nod-to-market-anti-viral-drug-remdesivir-in-india,22-05-2020 00:00,,,,,,
