S.No.,Product,CompanyName
4232,"MB02, Bevacizumab",mAbxience
4233,AMT-130,uniQure
4234,"Abivertinib, AC-0058, AC-0939","Sorrento, ACEA Therapeutics "
4235,,"DexCom, Welldoc"
4236,,"Ultragenyx, n-Lorem Foundation"
4237,"XB-002, ICON-2",Exelixis
4238,"UPLIZNA, Inebilizumab-cdon",Horizon
4239,PBKR-03,Passage Bio
4240,"OLUMIANT, Baricitinib","Eli Lilly, Incyte"
4241,,"Pear, Empatica "
4242,,"Ionis, Progenity"
4243,,"AstraZeneca, Massachusetts General Hospital "
4244,,"J&J,Menicon"
4245,"ART-0380, ART-4215","Novartis, Artios "
4246,"OPDIVO, NG-641","BMS, PsiOxus "
4247,"TYSABRI, Natalizumab","Biogen, European Commission"
4248,"SKYRIZI, Risankizumab",AbbVie
4249,,Merck 
4250,DS-1594,Daiichi Sankyo
4251,Baricitinib,"Eli Lilly, Incyte"
4252,"BAT-1806, Tocilizumab biosimilar","Biogen, Bio-Thera"
4253,,"Hologic, Mobidiag"
4254,"KEYTRUDA, Pembrolizumab",Merck &Co.
4255,"Opdivo+yervoy, Ipilimumab, Nivolumab",BMS
4256,Pembrolizumab biosimilar,"PlantForm, Bio-Manguinhos (Fiocruz)"
4257,,"Evotec, Exscientia"
4258,,"Sanofi, Tidal Therapeutics"
4259,"Ab Cocktail, Casirivimab, Imdevimab",Roche
4260,"FARXIGA, Dapagliflozin",AstraZeneca
4261,Pexidartinib,Daiichi Sankyo
4262,"ALIQOPA, Copanlisib, Rituximab",Bayer
4263,"OPDIVO, Nivolumab",BMS
4264,,"Microsoft, Nuance"
4265,"XOLAIR, Omalizumab",Novartis
4266,SAGE-324,"Sage, Biogen"
4267,,"DiaSorin, Luminex"
4268,,"Sanofi, C4X Discovery"
4269,,"Avantor, Ritter"
4270,COVID-19 Vaccine,J&J
4271,,"Roche,Biocorp"
4272,"TAGRISSO,Osimertinib",AstraZeneca
4273,,"Spark Therapeutics,Senti Bio"
4274,"TYVYT, Sintilimab","Innovent Biologics, Eli Lilly"
4275,,"Merck KGaA,NKMax"
4276,,Eli Lilly
4277,"EVRYSDI,Risdiplam",Genentech
4278,,Medtronic
4279,"OPDIVO,Nivolumab,CABOMETYX,cabozantinib",BMS
4280,"Kimyrsa,Oritavancin",Melinta Therapeutics
4281,MYRBETRIQ,Astellas
4282,"FOTIVDA,Tivozanib",AVEO
4283,,"Boehringer Ingelheim,MD Anderson"
4284,"AZSTARYS,Serdexmethylphenidate and Dexmethylphenidate",Corium
4285,"Roszet,Ezetimibe and rosuvastatin calcium",Althera
4286,"HD-204,Bevacizumab Biosimilar","Prestige Biopharma,Pharmapark"
4287,"OCREVUS,Ocrelizumab",Genentech
4288,,Omada Health
4289,Feladilimab,GSK
4290,"EVRYSDI,Risdiplam",Roche
4291,,"ThermoFisher,PPD"
4292,"FINTEPLA,Fenfluramine",Zogenix
4293,"SARCLISA,Isatuximab",Sanofi
4294,EVT-801,"Evotec, Kazia Therapeutics"
4295,"Nipocalimab, M-281",Janssen Pharmaceuticals
4296,"KESIMPTA,Ofatumumab",Novartis
4297,,"Incyte,MorphoSys"
4298,"PADCEV, Enfortumab vedotin","Astellas,Seagen (formerly Seattle Genetics)"
4299,Vutrisiran,Alnylam
4300,"Lecanemab,BAN-2401","Biogen,Eisai"
4301,"DARZALEX, Daratumumab",Janssen Pharmaceuticals
4302,Baricitinib,"Eli Lilly,Incyte"
4303,CTX-001,"Vertex, CRISPR Therapeutics"
4304,Xywav,Jazz
4305,,SparingVision
4306,,"Janssen Pharmaceuticals, physIQ"
4307,"EPIDIOLEX,cannabidiol",GW Pharma
4308,LX-1001,LEXEO
4309,,Medtronic
4310,Semaglutide,Novo Nordisk
4311,,TG Therapeutics
4312,AGB-101,AgeneBio
4313,,J&J
4314,R-107,"Claritas,CMAX"
4315,,"Vertex,Obsidian Therapeutics"
4316,CDx,Roche
4317,"JEMPERLI,Dostarlimab",GSK
4318,"HUMIRA,Adalimumab",AbbVie
4319,Filgotinib,Gilead
4320,Opdivo+yervoy,BMS
4321,Deucravacitinib,BMS
4322,"JEMPERLI, Dostarlimab",GSK
4323,Tapinarof,Dermavant Sciences
4324,Nirsevimab,"Sanofi, AstraZeneca"
4325,Selumetinib,"AstraZeneca, MSD Merck"
4326,"TAGRISSO, Osimertinib",AstraZeneca
4327,"Abevmy, Bevacizumab Biosimilar ","Biocon, Viatris (Mylan)"
4328,,"Medtronic, Surgical Theater"
4329,"Olamkicept, TJ-301",I-Mab
4330,PRS-342,"Pieris Pharmaceuticals, Boston Pharmaceuticals"
4331,,"Daiichi Sankyo, Esperion"
4332,RYALTRIS ,Glenmark
4333,"Mobocertinib, TAK-788",Takeda
4334,,Abbott
4335,Omburtamab,Y-mAbs
4336,,"InveniAI, Shionogi"
4337,,"LogicBio, CANbridge"
4338,,"Voluntis, Eisai"
4339,,"Pfizer, Amplyx"
4340,Zofin,Organicell
4341,,"BioMarin, Allen Institute"
4342,"Brukinsa, Zanubrutinib",BeiGene
4343,SIMBRINZA,"Alcon, Novartis"
4344,ANG-3777,"Angion, Vifor Pharma"
4345,"KN-046 (Alphamab) INLYTA, Axitinib (Pfizer)","Alphamab Oncology, Pfizer"
4346,IBI-302,Innovent  Biologics
4347,"Regdanvimab, CT-P59",Celltrion Healthcare
4348,,"Repertoire, Yale University"
4349,Ciltacabtagene Autoleucel (Cilta-Cel),Janssen Pharmaceuticals
4350,Opdivo,BMS
4351,"FARXIGA, Dapagliflozin",AstraZeneca
4352,"SB-11, Ranibizumab",Samsung Bioepis
4353,"BEOVU, Brolucizumab",Novartis
4354,HUMIRA,British Columbia
4355,"Redesca, Redesca HP, LMHW biosimilar",Valeo Pharma
4356,,Xcenda
4357,Anakinra,"Sobi, Hellenic Institute"
4358,,Guardant Health
4359,"Olumiant,baricitinib","Eli Lilly, Incyte"
4360,,
4361,"CYLTEZO, Adalimumab",Boehringer Ingelheim
4362,,New Brunswick Government
4363,,Roivant
4364,,"Labcorp, Myriad"
4365,,Sandoz 
4366,NVX-CoV2373,Novavax
4367,Mavacamten,BMS
4368,VXA-CoV2-1,Vaxart
4369,,"Athenex, Kuur"
4370,Tecentriq,Roche
4371,"Amgevita, Adalimumab Biosimilar",Amgen
4372,LY-CoV1404,AbCellera
4373,,ProQR
4374,GM-102,"Exelixis, GamaMabs Pharma"
4375,"BENLYSTA, Belimumab",GSK
4376,,"Phenomix, Mayo Clinic"
4377,,Medtronic
4378,,Sanofi
4379,"Ab Cocktail, Casirivimab, Imdevimab",Roche
4380,"OTEZLA, Apremilast",Amgen
4381,"KEYTRUDA, Pembrolizumab (Merck) LENVIMA, Lenvatinib (Eisai)","Merck, Eisai"
4382,,"AbCellera, Angios"
4383,"APL-1202, Tislelizumab","BeiGene, Asieris Pharamaceuticals"
4384,,"BMS, DarwinHealth"
4385,"FPI-1434, KEYTRUDA, Pembrolizumab","Merck, Fusion Pharmaceuticals"
4386,"Durvalumab, Imfinzi, Tremelimumab",AstraZeneca
4387,"VIR-7831, Sotrovimab","GSK, Vir Biotechnology"
4388,,BD Technologies
4389,,Eli Lilly
4390,,"Walmart, MeMD"
4391,COVID-19 Vaccine,"Pfizer, BioNTech"
4392,"LUPKYNIS, Vocosporin",Aurinia
4393,Finerenone,Bayer
4394,COVID-19 Vaccine,"Pfizer, BioNTech"
4395,Tezepelumab,"AstraZeneca, Amgen"
4396,,"Allergan, Soliton"
4397,,"Biogen, Capsigen"
4398,,"Eli Lilly, MiNA Therapeutics"
4399,ASP-3652,"Autobahn Therapeutics, Astellas"
4400,Alemtuzumab Biosimilar,"Cellectis, Sanofi"
4401,Tafasitamab ,"Incyte, MorphoSys"
4402,NBTXR-3,"Nanobiotix, LianBio"
4403,,Medtronic
4404,"ZYNLONTA, loncastuximab tesirine-lpyl",ADC Therapeutics
4405,Vilobelimab,InflaRx
4406,NEXTSTELLIS,Mayne Pharma Group
4407,TMS-007,"Biogen, TMS "
4408,"QELBREE, SPN-812",Supernus
4409,"LIBTAYO, Cemiplimab","Regeneron, Sanofi"
4410,"XPOVIO, Selinexor",Antengene
4411,Tezepelumab,"AstraZeneca, Amgen"
4412,Losmapimod,Fulcrum Therapeutics
4413,PRG-1801,"Dr.Reddy, Pregenen (bluebird)"
4414,"Kloxxado, Naloxone hydrochloride",Hikma Pharmaceuticals
4415,,"Biogen, Envisagenics"
4416,Semaglutide,Novo Nordisk
4417,"ZYNRELEF, HTX-011",Heron Therapeutics
4418,SHR-0302,Reistone
4419,GFB-024,Goldfinch Bio
4420,"MS-1819, PERT",AzurRx BioPharma
4421,"BIIB-112, Cotoretigene Toliparvovec",Biogen
4422,Mavacamten,BMS
4423,COVID-19 Vaccine,"Sanofi, GSK"
4424,,"PerkinElmer, Immunodiagnostic Systems"
4425,"EMPAVELI,Systemic pegcetacoplan",Apellis
4426,,"Charles River, Vigene"
4427,,Abbott
4428,"DUPIXENT, Dupilumab","Regeneron, Sanofi"
4429,Sintilimab,"Eli Lilly, Innovent Biologics"
4430,,Roche
4431,CoVLP,"Medicago, GSK"
4432,,"BlueRock, Fujifilm, Opsis Therapeutics"
4433,AGEN-1777,"BMS, Agenus"
4434,SRP-9001,Sarepta
4435,,"Glaukos, Santen"
4436,,"Janssen Biotech, Mestag"
4437,,"BMS, Exscientia"
4438,BXCL-501,BioXcel
4439,TECENTRIQ,Genentech
4440,Mobocertinib,Takeda
4441,"Amivantamab, Lazertinib",Janssen Pharmaceuticals
4442,"ALLO-501, ALLO-501A",Allogene
4443,"IMBRUVICA, Ibrutinib",Janssen Pharmaceuticals
4444,Tirzepatide,Eli Lilly
4445,COVID-19 Vaccine,Moderna
4446,"VAXZEVRIA, AZD-1222",AstraZeneca
4447,Maribavir,Takeda
4448,PADCEV,"Astellas, Seagen (formerly Seattle Genetics)"
4449,"LUPKYNIS, Voclosporin",Aurinia
4450,Tislelizumab,BeiGene
4451,"OPDIVO, Nivolumab, YERVOY, Ipilimumab",BMS
4452,"RYBREVANT, Amivantamab-vmjw",Janssen Pharmaceuticals
4453,"LIBTAYO, Cemiplimab",Regeneron
4454,TAK-003,Takeda
4455,Mirikizumab,Eli Lilly
4456,Pneumococcal,Pfizer
4457,DCR-LIV2,"Boehringer Ingelheim, Dicerna"
4458,"STELARA, Ustekinumab (Janssen) HUMIRA (Abbvie)","Janssen Pharmaceuticals, Abbvie"
4459,"SKYRIZI, Risankizumab",AbbVie
4460,Larotrectinib,Bayer
4461,BI-425809,Boehringer Ingelheim
4462,"XTX-101 (Xilio), KEYTRUDA (Merck)","Merck, Xilio"
4463,SARS-CoV-2,"BMS, Xencor"
4464,KRAS Cdx,"QIAGEN, Mirati Therapeuticsi"
4465,"BFI-751, ustekinumab",BioFactura
4466,Venclyxto,AbbVie
4467,mRNA-1273,Moderna
4468,"Ublituximab, UKONIQ, Umbralisib",TG Therapeutics
4469,"Sotrovimab, VIR-7831","GSK, Vir Biotechnology"
4470,MYFEMBREE,"Pfizer, Myovant"
4471,,"Sanofi,GSK"
4472,"Ensovibep, MP-0420","Novartis, Molecular Partners"
4473,,"Senti Bio,BlueRock"
4474,LY-3819469,Eli Lilly
4475,"Opdivo, Yervoy","ONO,BMS"
4476,"ZEPOSIA,Ozanimod hydrochloride",BMS
4477,"TAGRISSO,Osimertinib",AstraZeneca
4478,AMT-130,uniQure
4479,Teplizumab,Provention Bio
4480,"SLS-005,Trehalose",Seelos
4481,"LUMAKRAS,Sotorasib",Amgen
4482,,"Pfizer,BioNTech"
4483,"Beovu,Brolucizumab",Novartis
4484,"TRUSELTIQ, Infigratinib","BridgeBio Pharma, Helsinn"
4485,Semaglutide,Novo Nordisk
4486,Palovarotene,Ipsen
4487,"ABECMA,Idecabtagene vicleucel",BMS
4488,Venglustat,Sanofi
4489,Masitinib,AB Science
4490,"NURTEC ODT,Rimegepant",Biohaven
4491,KHK-4083,"Amgen,Kyowa Kirin"
4492,Vamorolone,"Santhera, ReveraGen"
4493,"COSENTYX,Secukinumab",Novartis
4494,Teclistamab,Janssen Pharmaceuticals
4495,Patisiran Sodium,Alnylam
4496,Anifrolumab,AstraZeneca
4497,COSENTYX,Novartis
4498,"RINVOQ,Upadacitinib",AbbVie
4499,,"MorphoSys,Constellation Pharmaceuticals"
4500,,Prime Therapeutics
4501,Opdivo+Yervoy,BMS
4502,,Xbrane
4503,Kymriah,Novartis
4504,,Quebec
4505,,Sandoz
4506,"INHIXA,Enoxaparin Sodium",Sandoz
4507,"Ujvira, trastuzumab emtansine","Zydus,Cadila Pharmaceuticals"
4508,"Yuflyma,Adalimumab",Celltrion Healthcare
4509,"DMB-3115,Ustekinumab",Meiji Seika Pharma
4510,Pegfilgrastim,Lupin
4511,"BAT-1806, Tocilizumab","Biogen, Bio-Thera Solutions"
4512,"ERELZI,Etanercept-szzs",Sandoz
4513,,Viatris (Mylan)
4514,Humira,"Alvotech,AbbVie"
4515,"TYVYT, Sintilimab","Innovent Biologics,Eli Lilly"
4516,"KEYTRUDA,Pembrolizumab",Merck & Co.
4517,TYVASO,United Therapeutics
4518,Opdivo+Yervoy,BMS
4519,Tapinarof,Dermavant Sciences
4520,TNX-102 SL,Tonix
4521,Iptacopan,Novartis
4522,"RYPLAZIM,Plasminogen",ProMetic
4523,"Wegovy,semaglutide",Novo Nordisk
4524,"CALQUENCE,Acalabrutinib",AstraZeneca
4525,"IMFINZI,Durvalumab",AstraZeneca
4526,Nirogacestat,"SpringWorks Therapeutics,Seagen (formerly Seattle Genetics)"
4527,"ADUHELM, Aducanumab-avwa","Biogen, Eisai"
4528,,"MSD Animal Health,LICA"
4529,Cusatuzumab,"Janssen Pharmaceuticals, Argenx"
4530,,Roche
4531,Tislelizumab,BeiGene
4532,"RINVOQ,Upadacitinib",AbbVie
4533,,Bayer
4534,,"Progentec,GSK"
4535,PREVNAR 20,Pfizer
4536,Onvansertib+irinotecan,Cardiff Oncology
4537,"BAT-2506,Golimumab",Bio-Thera Solutions
4538,,"AbbVie,Caraway Therapeutics"
4539,Molnupiravir,Merck & Co.
4540,INO-4800,"Inovio,Advaccine"
4541,,"Hummingbird Bioscience,Novogene"
4542,"TRIKAFTA,Elexacaftor, Tezacaftor and Ivacaftor",Vertex
4543,,"BeiGene,Shoreline Biosciences"
4544,,"Takeda,Codexis"
4545,"EPCLUSA,Sofosbuvir,Velpatasvir",Gilead
4546,Plinabulin,BeyondSpring Pharmaceuticals
4547,Ensifentrine,"Verona Pharma,Nuance Pharma"
4548,"EVRYSDI,Risdiplam",Roche
4549,"Venclyxto,VENCLEXTA",AbbVie
4550,CTX-001,"Vertex,CRISPR Therapeutics"
4551,Sutimlimab,Sanofi
4552,"TRUXIMA,Rituximab-abbs",Celltrion
4553,"DARZALEX, Daratumumab",Janssen Pharmaceuticals
4554,"IMBRUVICA,Ibrutinib,VENCLEXTA,Venclyxto",AbbVie
4555,"YESCARTA, Axicabtagene Ciloleuce",Kite Pharma
4556,EOS-448,"GSK,iTeos Therapeutics"
4557,BIIB-111,Biogen
4558,"NVX-CoV2373,",Novavax
4559,,AstraZeneca
4560,"Tislelizumab (BeiGene), APL-1202 (Asieris)","BeiGene, Asieris"
4561,AZD-7442,AstraZeneca
4562,Zuranolone,"Sage Therapeutics, Biogen"
4563,IBI-362,Innovent Biologics
4564,LNS-8801 (Linnaeus) KEYTRUDA (Merck),"Linnaeus Therapeutics,Merck & Co."
4565,JTX-1811,"Gilead,Jounce"
4566,"REGEN-COV,Casirivimab and imdevimab",Regeneron
4567,Zofin,Organicell
4568,"VYEPTI,Eptinezumab-jjmr",Lundbeck
4569,Tofacitinib citrate,Pfizer
4570,Tyvaso DPI,"MannKind, United Therapeutics"
4571,CVnCoV,CureVac
4572,"AYVAKIT, Avapritinib",Blueprint
4573,AT-527,"Atea Pharmaceuticals, Roche"
4574,"Gosuranemab, BIIB-092",Biogen
4575,"PYLARIFY, Piflufolastat F 18",Lantheus Holdings
4576,BIIB-059,Biogen
4577,,"Kite Pharma (Gilead),  Shoreline"
4578,"Ociperlimab, BGB-A1217,Tislelizumab, BGB-A317",BeiGene
4579,,"CytoReason, Sanofi"
4580,BNT-111,BioNTech
4581,,"Lineage Cell Therapeutics, Amasa Therapeutics"
4582,"AUBAGIO, Teriflunomide",Sanofi
4583,"ONUREG,  Azacytidine",BMS
4584,ZOLGENSMA,Novartis
4585,MORAb-202,"Eisai, BMS"
4586,"BRUKINSA, Zanubrutinib",BioGenes
4587,,"FibroGen,HiFiBiO"
4588,"Copanlisib, Rituximab Biosimilar",Bayer
4589,siRNA Therapeutic,"Arrowhead Pharma, Horizon Therapeutics"
4590,"Sintilimab,IBI-305,Bevacizumab",Innovent Biologics
4591,"KOSELUGO, Selumetinib","AstraZeneca, MSD"
4592,,"ViiV Healthcare,Halozyme"
4593,Sotrovimab,"GSK, Vir"
4594,,"MacroGenics, Zai Lab"
4595,"Adtralza, Tralokinumab",LEO Pharma
4596,"KESIMPTA, Ofatumumab",Novartis
4597,Etranacogene Dezaparvovec,uniQure
4598,,Corlieve Therapeutics (UniQure)
4599,,Pear Therapeutics
4600,,"Sorrento, NAMRU-3"
4601,Ranibizumab Biosimilar,Roche
4602,"Lecanemab, BAN-2401","Eisai, Biogen"
4603,"VERQUVO, Vericiguat",Bayer
4604,Risdiplam,Chugai
4605,"XARELTO, Rivaroxaban",Janssen Pharmaceuticals
4606,,"Tecan, Paramit"
4607,TNB-383B,"AbbVie, TeneoOne"
4608,Donanemab,Lilly
4609,"RINVOQ, Upadacitinib",AbbVie
4610,"ACTEMRA, Tocilizumab biosimilar",Roche
4611,"LIBTAYO, Cemiplimab","Regeneron,Sanofi"
4612,"Libtayo, Cemiplimab","Regeneron, Sanofi"
4613,AZD-2816,AstraZeneca
4614,"Adagrasib, MRTX-849",Mirati Therapeutics
4615,Tirzepatide,Lilly
4616,ENSPRYNG,Roche
4617,"Forxiga, Dapagliflozin",AstraZeneca
4618,"BYOOVIZ, Ranibizumab","Samsung Bioepis, Biogen"
4619,Lenacapavir,Gilead
4620,"TYVYT,Sintilimab,Byvasda,Bevacizumab",Innovent Biologics
4621,"FYB201, Ranibizumab Biosimilar","Teva, Bioeq"
4622,"VAXZEVRIA, AZD-1222",AstraZeneca
4623,,Medtronic
4624,"Soliqua, iInsulin glargine biosimilar, lixisenatide",Sanofi
4625,,Medtronic
4626,"OPDIVO, Nivolumab,YERVOY, Ipilimumab",BMS
4627,"RINVOQ, Upadacitinib",AbbVie
4628,"Alymsys, Bevacizumab Biosimilar",Amneal
4629,Denosumab Biosimilar,"Theramex, Enzene"
4630,"Remsima, Infliximab Biosimilar",Celltrion
4631,AB-729 (Arbutus) ATI-2173 (Antios),"Arbutus Biopharma, Antios"
4632,"AVT-02, HUMIRA",Alvotech
4633,,"Vivoryon Therapeutics, Simcere"
4634,,"Celltrion, Iksuda"
4635,"FYB-201, Ranibizumab","Formycon, Bioeq"
4636,,"Apellis,Beam Therapeutics"
4637,"Xlucane, Ranibizumab Biosimilar","STADA, Xbrane"
4638,LX-2006,LEXEO
4639,XIENCE Stent,Abbott
4640,"RYLAZE, Asparaginase erwinia chrysanthemi (recombinant)-RYWN",Jazz
4641,OTL-105,"Orchard Therapeutics, Pharming"
4642,SER-109,"Nestle, Seres"
4643,"ALUNBRIG, Brigatinib",FoundationOne CDx
4644,Efinaconazole,"Almirall, Kaken"
4645,ZyCoV-D,Zydus
4646,"Idalopirdine, DB109","Denovo,Lundbeck"
4647,Surufatinib,HUTCHMED
4648,"AL-001, AL-101","GSK, Alector"
4649,"Insulins Aspart, Insulin Lispro BiosimilarGlargine",Gan Lee
4650,"HEMLIBRA, Emicizumab",Roche
4651,COVAXIN,"Ocugen, Bharat Biotech"
4652,,"MSD Merck, Sharp & Dohme, NGM"
4653,"SOLOSEC, Secnidazole",Lupin
4654,SPR-206,"Spero Therapeutics, Pfizer"
4655,IMU-838,Immunic
4656,ABSK-021,"Abbisko,Sperogenix"
4657,HMPL-295,Hutchmed
4658,,"Roche,Mimetas"
4659,"KEYTRUDA, Pembrolizumab",Merck
4660,,"Sanofi, Eureka Therapeutics, MSK"
4661,STELARA,Alvotech
4662,Resiniferatoxin,Sorrento
4663,"TAVO, tavokinogene telseplasmid (OncoSec) Keytruda, Pembrolizumab (Merck)","Merck, OncoSec"
4664,"DANYELZA, Naxitamab-gqgk",Y-mAbs
4665,STRATA2016,Mallinckrodt
4666,"FYB-201, Ranibizumab Biosimilar","Teva, Bioeq"
4667,Tecentriq,Chugai
4668,PolyPEPI1018,"Roche, Treos Bio"
4669,LYT-200 (PureTech) Tislelizumab (BieGene),"BeiGene, PureTech Health"
4670,Tislelizumab,BeiGene
4671,Tezepelumab,"AstraZeneca,Amgen"
4672,,"AstraZeneca,F-star Therapeutics"
4673,"Kyprolis, Carfilzomib",BeiGene
4674,,"Eli Lilly, Verge Genomics"
4675,,"Janssen Biotech, Vor Biopharma"
4676,"Vyxeos, Daunorubicin, Cytarabine",Jazz
4677,LYS-GM101,Lysogene
4678,"Kerendia, Finerenone",Bayer
4679,"Takhzyro, Lanadelumab",Takeda
4680,"Padcev, Enfortumab vedotin","Astellas, Seagen"
4681,IBI-323,Innovent Biologics 
4682,Filgotinib,Galapagos
4683,"STELARA, Ustekinumab",Janssen Pharmaceuticals
4684,"Brexafemme, Ibrexafungerp",Scynexis
4685,"Tembexa, Brincidofovir",Chimerix
4686,,"Novo Nordisk, Prothena"
4687,Orelabrutinib,"Biogen, InnoCare Pharma"
4688,Darbepoetin α Biosimilar,Menagen
4689,"DARZALEX FASPRO, Daratumumab, Hyaluronidase-fihj, Pomalidomide, Dexamethasone",Janssen Pharmaceuticals
4690,"Orpathys, Savolitinib",Hutchmed
4691,ASP-3772,"Astellas Venture, Affinivax"
4692,CRV-431,Hepion Pharmaceuticals
4693,,Hologic
4694,,"Ionis Pharma, Bicycle Therapeutics"
4695,UM-171,"Astellas, ExCellThera"
4696,"Keveyis, Dichlorphenamide",Strongbridge Biopharma
4697,CB-010,Caribou Biosciences
4698,,"Eli Lilly,Protomer Technologies"
4699,GLPG3667,Galapagos
4700,"Jakafi, Ruxolitinib","Incyte, Novartis"
4701,,Johnson & Johnson
4702,HEK293,"Heat Biologics, ProBioGen"
4703,,"Skyhawk, Aragen Bioscience"
4704,"Rezipre,ephedrine hydrochloride injection",Eton
4705,Soaanz,Sarfez Pharmaceuticals
4706,Mesdopetam,"Ipsen,IRLAB"
4707,"Ultomiris, Ravulizumab-cwvz",Alexion
4708,"VIR-2218, VIR-3434",Vir Biotechnology
4709,"BAT2206, Stelara, Ustekinumab",Bio-Thera Solutions
4710,Dzuveo,"AcelRx, Aguettant"
4711,Donanemab,"Eli Lilly,Banner Alzheimer's  Institute"
4712,Daprodustat,GSK
4713,"Adalimumab Biosimilar, Adalloce","Samsung Bioepis, Yuhan"
4714,,"mAbxience, ABEC"
4715,"Vaxneuvance, Pneumococcal 15-valent conjugate vaccine",Merck
4716,Fexinidazole,Sanofi Ventures
4717,"Imfinzi, Durvalumab",AstraZeneca
4718,Lenacapavir,Gilead
4719,"Hemlibra, Emicizumab-kxwh",Genentech
4720,Suvratoxumab,"AstraZeneca, Aridis"
4721,"Casirivimab, Imdevimab",Regeneron
4722,"SB-17, Stelara, Ustekinumab",Samsung Bioepis
4723,"Rezurock, Belumosudil",Kadmon
4724,,"BioNTech, Kite"
4725,"Ryeq, Relugolix, Estradiol, Norethindrone acetate",Myovant
4726,"Islatravir, MK-8591",Merck
4727,,"Relmada, Arbormentis"
4728,"Bylvay, Odevixibat",Albireo
4729,"Semdexa, SP-102",Scilex Pharmaceuticals
4730,"Venclexta,venetoclax,Azacitidine",Genentech
4731,,"Calliditas Therapeutics, STADA"
4732,,"Lexeo, Stelios Therapeutics "
4733,"Verquvo, Vericiguat","Bayer, Merck"
4734,IMT-002,IM
4735,"Biobetter, CMAB008, Infliximab Biosimilar",Mabpharm
4736,"Skysona, Elivaldogene autotemcel",Bluebird Bio
4737,"Keytruda, Pembrolizumab (Merck) Lenvima, Lenvatinib (Eisai)","Merck, Eisai Innovation"
4738,"FYB201, Ranibizumab","Bioeq,Teva Pharmaceutical Industries Ltd."
4739,,"Synaffix, ProfoundBio"
4740,NGM621,NGM
4741,"Regdanvimab, CT-P59","Celltrion, Inhalon"
4742,"DMB-3115, Ustekinumab","Meiji Seika Pharma & Dong-A ST, Intas Pharmaceuticals"
4743,,"ImaginAb, Boehringer Ingelheim"
4744,"Bydureon Bcise, Exenatide",AstraZeneca
4745,"Ultomiris, Ravulizumab",Alexion
4746,Vaxzevria,AstraZeneca
4747,AGN-190584,AbbVie
4748,Retifanlimab,Incyte
4749,DNL-310,Denali
4750,,"PerkinElmer, BioLegend"
4751,"Brukinsa, Zanubrutinib",BeiGene
4752,,Prothena
4753,Shingrix,GSK
4754,,"Adagio Pharmaceuticals, Biocon"
4755,,"BioNTech, Adagio Pharmaceuticals (Cynapsus)"
4756,,"AstraZeneca, Regeneron"
4757,,"Amgen,Teneobio"
4758,,"PeptiDream, Takeda"
4759,,"AbbVie,Calico"
4760,Avalglucosidase alfa,Sanofi
4761,"BBP-398,Opdivo","BridgeBio Pharma, BMS"
4762,RIST4721,"Arena, Aristea"
4763,,Tepha (Becton Dickinson)
4764,Faricimab,Roche
4765,"Dupixent, Dupilumab","Regeneron, Sanofi"
4766,"Semglee, Insulin glargine biosimilar","Viatris, Biocon"
4767,IL-23 Antagonists,"Janssen Biotech, Protagonist"
4768,TAK-994,Takeda
4769,"HLX04-O, Bevacizumab Biosimilar",Henlius
4770,,"Lilly,Kumquat"
4771,"Nucala, Mepolizumab",GSK
4772,Toripalimab,Junshi
4773,,"Alnylam, PeptiDream,  RNAi Therapeutics"
4774,"BRUKINSA, Zanubrutinib",BeiGene
4775,"EVRYSDI,Risdiplam",Roche
4776,,"Astellas,Minovia"
4777,,"Takeda,Frazier,HilleVax"
4778,"SAPHNELO,Anifrolumab",AstraZeneca
4779,"UPTRAVI,Selexipag",Janssen Pharmaceuticals
4780,,"Ipsen,Exicure"
4781,"REGEN-COV,Casirivimab and imdevimab",Regeneron
4782,"BFI-751,Ustekinumab",BioFactura
4783,,"Abzena,BioXpress Therapeutics"
4784,,Abbott
4785,,"Sanofi,Translate Bio"
4786,"TECENTRIQ,Atezolizumab",Roche
4787,OAV-101,Novartis
4788,Bimekizumab,UCB
4789,Baricitinib,"Eli Lilly, Incyte"
4790,Ganaxolone,"Marinus, Orion"
4791,"Eliapixant,BAY-1817080",Bayer
4792,,"Tachyon, AbCellera"
4793,"HERZUMA,Trastuzumab,TRUXIMA,Rituximab-abbs",Celltrion
4794,"ONS-5010,Lytenava,Bevacizumab",Outlook Therapeutics
4795,"Plinabulin,Docetaxel",BeyongSpring
4796,"FS120 (F-Star), KEYTRUDA (Merck)","F-star, MSD"
4797,,"Schrodinger,Zai Lab"
4798,Ritlecitinib,Pfizer
4799,"REGEN-COV,Casirivimab and imdevimab",Regeneron
4800,,"Regeneron,Sanofi"
4801,"KEYTRUDA,Pembrolizumab",Merck & Co.
4802,,"Bayer,Vividion"
4803,AZD-5153,"AstraZeneca,Sierra Oncology"
4804,"TAKHZYRO,Lanadelumab",Takeda
4805,"FYB-201, Ranibizumab","Polpharma,Bioeq"
4806,,"Kite Pharma (Gilead),Appia"
4807,,"Medtronic,Intersect ENT"
4808,"NEXVIAZYME,Avalglucosidase Alfa",Sanofi
4809,"POLIVY,Polatuzumab vedotin-piiq",Genentech
4810,Sintilimab,"Eli Lilly,Innovent Biologics"
4811,"FARXIGA,Dapagliflozin",AstraZeneca
4812,Bimekizumab,UCB
4813,Setanaxib,Calliditas Therapeutics
4814,Abicipar pegol,"AbbVie,Molecular Partners"
